Student_ID,College,College_Tier,Department,CGPA,Gender,Program_Type,Attendance_%,Sessions_Attended,Sessions_Missed,Weekly_Consistency_Score,Login_Frequency,Time_Spent_Hours,Active_Days_Per_Week,Session_Duration_Avg,Videos_Watched,Video_Completion_%,Rewatch_Rate,Notes_Taken,Quizzes_Attempted,Quiz_Submission_Rate,Avg_Quiz_Score,Assignment_Submissions,On_Time_Submission_%,Doubts_Raised,Doubts_Resolved,Doubt_Response_Time,Peer_Discussion_Count,Hackathons_Attended,Workshops_Attended,Live_Sessions_Joined,Project_Demo_Events,Skills_Learned_Count,Domain_Transition,Project_Completion_Rate,Engagement_Score,Placement_Status,Job_Inquiries,Leads_Generated
ST_0435,PESCE,2,ISE,8.71,Male,M.Tech,44.9,35,45,3.6,4,12.3,7,61.0,43,35.8,0.29,Yes,13,96.4,65.7,8,29.4,7,2,13.0,8,4,3,17,1,5,No,83.8,100.0,Placed,6,2
ST_0436,PESCE,2,Civil,8.43,Male,B.E,56.4,45,35,3.7,7,13.4,6,19.0,67,74.1,0.09,No,19,81.6,60.8,9,84.4,4,2,0.5,6,0,4,17,1,4,Non-tech→Tech,74.5,100.0,Placed,4,3
ST_0437,PESCE,2,ME,6.81,Male,B.Tech,92.1,73,7,6.3,4,33.5,5,31.0,30,36.8,0.23,Yes,11,89.2,74.7,6,28.4,3,1,5.6,17,3,6,4,1,14,Tech→AI,80.5,100.0,Placed,1,3
ST_0438,SJCE,3,CSE-AI,6.3,Female,B.E,96.6,77,3,8.0,3,13.9,2,28.0,69,80.9,0.15,Yes,8,67.6,74.9,12,58.3,3,1,11.8,1,2,4,4,0,3,Same,63.2,100.0,Placed,2,4
ST_0439,PESCE,2,CSE-AI,7.31,Female,B.E,69.0,55,25,5.3,6,5.4,6,58.0,8,54.1,0.33,Yes,14,82.3,60.9,5,65.9,5,1,15.3,19,1,4,18,1,11,Same,69.7,100.0,Placed,3,4
ST_0440,NMIT,3,ECE,5.79,Male,B.Tech,75.6,60,20,6.2,4,17.0,4,39.0,33,32.9,0.16,No,11,67.4,69.8,13,58.3,2,1,0.5,9,1,2,12,1,2,Tech→AI,97.2,100.0,Not Placed,0,0
ST_0441,SJCE,3,ME,7.46,Male,B.E,74.8,59,21,6.0,5,13.8,2,40.0,5,45.9,0.31,Yes,13,75.2,85.8,0,69.8,0,0,2.8,11,3,4,6,1,4,No,76.2,100.0,Placed,2,1
ST_0442,PESCE,2,CSE-AI,7.08,Male,B.Tech,67.3,53,27,7.5,7,17.6,2,48.0,54,85.1,0.45,Yes,17,68.3,52.4,8,48.7,6,4,1.8,1,4,7,13,3,14,No,74.8,100.0,Placed,3,2
ST_0443,NMIT,3,ECE,6.83,Male,M.Tech,64.1,51,29,7.5,2,14.1,4,32.0,15,60.3,0.24,Yes,19,44.6,62.3,12,82.7,5,1,5.0,12,1,5,7,2,11,Same,66.8,100.0,Placed,6,2
ST_0444,BMSCE,2,Civil,5.92,Male,B.E,49.1,39,41,4.9,2,30.5,1,23.0,78,74.8,0.16,No,5,59.3,43.5,8,46.4,4,2,6.0,7,0,7,2,0,5,Non-tech→Tech,60.1,100.0,Not Placed,0,0
ST_0445,PESCE,2,ECE,7.61,Male,B.E,88.5,70,10,6.6,5,18.9,7,66.0,63,23.7,0.25,Yes,3,45.5,70.6,0,51.5,3,2,48.0,6,2,1,3,1,1,No,56.5,100.0,Placed,7,3
ST_0446,SJCE,3,CSE-AI,6.77,Female,B.E,44.3,35,45,3.1,3,7.5,6,67.0,66,56.7,0.4,Yes,11,80.4,65.6,13,54.5,2,1,4.3,2,0,2,9,1,13,Same,32.3,100.0,Not Placed,0,0
ST_0447,MSRIT,1,ISE,6.26,Male,M.Tech,95.5,76,4,9.5,3,15.9,4,48.0,40,65.3,0.42,Yes,12,70.1,70.3,12,88.9,2,1,4.8,7,2,0,3,2,1,No,68.3,100.0,Placed,6,3
ST_0448,PESCE,2,ISE,5.0,Female,B.E,32.8,26,54,2.2,1,9.4,5,49.0,60,55.4,0.41,No,18,69.0,44.2,12,62.8,4,1,3.2,0,3,1,17,2,6,Tech→AI,90.7,100.0,Placed,7,3
ST_0449,MSRIT,1,ISE,7.18,Female,B.Tech,93.3,74,6,6.8,1,13.3,3,64.0,25,70.2,0.22,No,12,91.1,75.8,14,64.8,4,3,1.0,14,1,2,11,0,5,Tech→AI,52.3,100.0,Not Placed,0,0
ST_0450,NMIT,3,CSE-AI,8.62,Male,B.Tech,61.4,49,31,4.9,6,8.6,4,47.0,17,90.0,0.2,No,11,76.5,63.8,5,66.6,4,3,2.2,0,0,6,19,2,11,No,90.4,100.0,Not Placed,0,0
ST_0451,BMSCE,2,ISE,8.53,Female,B.Tech,35.7,28,52,3.4,2,29.7,7,39.0,13,47.0,0.47,No,19,90.5,80.5,6,75.0,6,1,1.7,11,2,2,19,0,4,Non-tech→Tech,84.0,100.0,Placed,7,4
ST_0452,RVCE,1,ME,6.83,Female,B.E,86.5,69,11,5.8,4,10.2,7,46.0,15,62.5,0.3,Yes,2,64.7,54.1,1,55.1,5,3,9.7,10,1,7,14,2,1,No,33.0,100.0,Not Placed,0,0
ST_0453,BMSCE,2,Civil,6.72,Female,B.Tech,74.5,59,21,7.6,5,19.8,2,66.0,79,42.5,0.39,No,2,80.5,74.3,9,67.2,2,1,4.7,15,0,3,12,0,12,Tech→AI,26.9,100.0,Placed,3,2
ST_0454,PESCE,2,ECE,7.58,Female,M.Tech,74.7,59,21,5.0,4,12.7,2,46.0,74,48.7,0.6,Yes,13,66.3,70.0,7,38.7,3,2,2.1,3,2,1,11,0,14,Non-tech→Tech,40.4,100.0,Placed,2,1
ST_0455,MSRIT,1,ECE,6.4,Female,B.E,76.9,61,19,7.2,1,6.9,4,35.0,5,59.8,0.19,Yes,17,76.6,89.4,7,73.5,6,5,4.0,1,4,1,7,2,7,No,86.5,100.0,Not Placed,0,0
ST_0456,MSRIT,1,CSE-AI,7.44,Female,B.E,70.7,56,24,4.7,6,16.4,3,47.0,74,90.4,0.52,Yes,18,63.3,59.9,5,72.5,3,2,1.5,2,2,7,8,1,4,Same,82.1,100.0,Placed,1,1
ST_0457,SJCE,3,ISE,7.81,Male,M.Tech,52.6,42,38,3.4,1,17.8,4,55.0,60,94.6,0.06,No,9,66.0,52.0,8,53.0,3,2,1.2,3,1,5,19,3,3,Non-tech→Tech,57.1,100.0,Placed,7,1
ST_0458,MSRIT,1,ISE,8.18,Female,B.E,66.2,52,28,7.6,6,18.9,3,53.0,35,58.5,0.47,No,16,67.8,53.1,2,85.8,4,3,11.8,17,2,1,8,0,14,No,88.5,100.0,Placed,7,3
ST_0459,SJCE,3,CSE,7.12,Female,B.Tech,71.1,56,24,5.0,6,1.0,3,53.0,41,51.1,0.39,Yes,14,83.8,42.1,1,80.2,4,3,17.4,11,0,4,16,1,7,No,81.2,100.0,Placed,6,3
ST_0460,NMIT,3,Civil,7.04,Female,B.E,41.9,33,47,5.8,4,6.4,7,33.0,51,83.6,0.33,No,18,29.2,52.9,1,26.4,4,3,0.5,0,3,5,0,2,2,No,73.7,100.0,Placed,5,4
ST_0461,RVCE,1,ME,6.5,Male,B.E,80.6,64,16,7.0,5,21.7,7,57.0,51,93.4,0.54,Yes,8,72.9,19.9,5,81.2,4,3,8.7,2,2,6,5,0,10,Same,87.0,100.0,Not Placed,0,0
ST_0462,PESCE,2,ECE,6.54,Female,B.Tech,64.1,51,29,4.2,4,8.5,7,45.0,73,70.9,0.37,Yes,3,94.1,86.6,6,68.7,1,0,3.6,3,4,4,6,0,1,No,50.0,100.0,Placed,7,2
ST_0463,SJCE,3,CSE,7.02,Male,B.E,31.4,25,55,5.7,4,16.4,5,34.0,62,43.2,0.26,Yes,14,83.3,96.8,5,69.1,7,4,3.0,5,5,5,8,0,11,Non-tech→Tech,72.4,100.0,Placed,4,4
ST_0464,RVCE,1,CSE,7.49,Female,B.E,72.2,57,23,5.3,6,6.2,7,56.0,40,66.6,0.19,No,18,50.5,59.3,10,59.2,4,3,7.0,16,1,0,9,3,4,Same,29.5,100.0,Not Placed,0,0
ST_0465,MSRIT,1,CSE-AI,7.93,Male,B.E,68.3,54,26,7.5,6,20.1,6,38.0,36,76.1,0.07,No,15,65.3,69.9,2,64.0,1,0,1.9,7,5,6,3,2,13,Tech→AI,76.1,100.0,Placed,4,2
ST_0466,MSRIT,1,ECE,6.56,Male,B.E,52.6,42,38,3.8,4,21.5,2,21.0,68,48.4,0.28,Yes,7,62.1,65.0,4,19.0,6,3,0.5,17,4,5,15,1,8,Non-tech→Tech,76.9,100.0,Placed,7,1
ST_0467,RVCE,1,CSE-AI,8.39,Female,B.E,57.6,46,34,6.9,5,20.1,2,30.0,75,80.2,0.03,No,16,89.1,38.4,7,51.6,5,1,1.4,15,2,0,11,0,13,Same,44.7,100.0,Placed,7,1
ST_0468,MSRIT,1,ME,6.98,Female,B.E,45.3,36,44,2.8,7,22.2,3,42.0,46,90.5,0.39,Yes,0,0.0,80.5,5,76.4,3,1,1.2,5,1,5,8,0,6,Tech→AI,71.5,100.0,Placed,6,1
ST_0469,NMIT,3,CSE,7.18,Male,M.Tech,58.9,47,33,5.6,7,25.9,2,54.0,52,82.6,0.12,No,6,84.6,83.2,1,84.5,8,6,0.5,18,2,0,2,1,9,No,74.4,100.0,Placed,5,3
ST_0470,NMIT,3,CSE,6.6,Female,B.E,43.5,34,46,5.7,5,6.8,1,32.0,78,28.6,0.38,No,17,63.0,43.3,14,71.1,6,5,2.3,7,0,4,8,3,1,Tech→AI,84.7,100.0,Not Placed,0,0
ST_0471,RVCE,1,Civil,5.26,Male,B.Tech,63.7,50,30,7.6,4,9.5,3,41.0,34,31.8,0.25,Yes,11,82.9,67.9,6,54.8,4,3,3.9,3,2,6,16,1,1,Same,70.6,100.0,Placed,4,1
ST_0472,SJCE,3,ME,7.91,Male,B.E,59.6,47,33,7.2,3,21.3,2,27.0,25,67.7,0.47,No,15,63.4,57.3,7,43.7,3,2,8.0,8,0,6,13,1,11,Non-tech→Tech,78.3,100.0,Placed,3,4
ST_0473,SJCE,3,CSE,7.79,Male,B.Tech,45.7,36,44,6.0,7,22.9,1,60.0,64,67.3,0.08,No,0,0.0,83.4,3,71.0,3,2,2.4,7,2,5,4,1,5,Tech→AI,48.4,100.0,Placed,3,4
ST_0474,RVCE,1,ME,6.97,Male,B.E,90.3,72,8,9.0,2,10.3,5,71.0,17,77.9,0.22,Yes,14,86.9,60.5,11,77.6,5,4,1.3,18,4,3,0,3,6,Same,67.9,100.0,Placed,6,4
ST_0475,SJCE,3,ECE,7.25,Male,M.Tech,58.9,47,33,4.3,5,9.8,2,69.0,5,62.6,0.31,No,6,74.9,61.0,0,59.7,3,2,1.6,0,0,5,0,1,8,Tech→AI,29.3,100.0,Placed,4,2
ST_0476,SJCE,3,ISE,7.61,Female,B.E,93.0,74,6,6.7,3,10.4,1,59.0,69,46.4,0.21,Yes,16,51.3,94.8,1,58.3,4,2,13.3,3,2,0,2,3,3,No,55.9,100.0,Placed,3,2
ST_0477,NMIT,3,CSE,5.95,Male,B.E,61.2,48,32,4.8,3,3.8,4,58.0,37,25.3,0.22,Yes,2,36.5,38.9,3,80.2,4,3,1.4,9,0,6,8,0,6,No,63.8,100.0,Not Placed,0,0
ST_0478,SJCE,3,Civil,6.78,Male,B.E,86.3,69,11,6.7,4,6.1,6,14.0,42,44.1,0.38,Yes,10,80.8,66.5,6,70.5,4,3,12.7,7,2,2,5,2,3,Tech→AI,84.7,100.0,Placed,2,3
ST_0479,BMSCE,2,ECE,7.84,Female,B.E,85.6,68,12,6.7,7,6.3,4,48.0,29,61.0,0.13,Yes,5,68.8,63.6,1,77.8,4,3,3.6,2,2,4,8,1,8,No,92.4,100.0,Placed,5,3
ST_0480,PESCE,2,ME,6.2,Male,B.E,89.3,71,9,7.5,2,12.9,1,38.0,30,91.0,0.2,No,5,63.9,51.1,5,81.5,0,0,16.3,11,0,3,3,1,12,Same,68.9,100.0,Not Placed,0,0
ST_0481,MSRIT,1,CSE-AI,7.43,Female,B.E,79.7,63,17,5.4,5,16.9,3,58.0,63,65.2,0.51,No,14,91.7,98.7,1,68.8,7,5,3.1,8,1,2,19,1,11,Non-tech→Tech,43.4,100.0,Not Placed,0,0
ST_0482,BMSCE,2,ECE,6.11,Female,B.Tech,64.9,51,29,6.7,2,18.0,7,10.0,37,36.1,0.29,No,6,93.9,68.1,11,75.8,2,0,1.2,2,3,7,18,0,11,Non-tech→Tech,86.5,100.0,Placed,4,1
ST_0483,SJCE,3,CSE,7.57,Female,B.E,83.2,66,14,5.7,3,11.4,7,48.0,45,78.5,0.1,Yes,10,93.1,74.1,6,71.9,4,1,4.8,3,1,2,4,0,4,Tech→AI,32.6,100.0,Placed,7,1
ST_0484,NMIT,3,ME,7.17,Male,B.E,88.0,70,10,6.5,4,11.6,7,42.0,34,76.1,0.67,Yes,16,71.3,76.7,1,52.5,1,0,5.3,5,2,4,4,3,2,Tech→AI,72.8,100.0,Placed,5,1
ST_0485,RVCE,1,ISE,5.91,Male,B.Tech,68.2,54,26,6.1,5,15.9,3,62.0,61,54.8,0.22,Yes,17,89.5,56.2,2,27.8,4,2,6.1,8,2,5,13,0,12,Non-tech→Tech,53.2,100.0,Placed,4,2
ST_0486,SJCE,3,ECE,8.13,Male,B.Tech,69.3,55,25,7.3,3,4.5,2,68.0,53,70.8,0.26,Yes,18,86.4,84.4,8,84.0,5,4,3.2,1,0,1,9,3,9,No,76.4,100.0,Placed,1,2
ST_0487,NMIT,3,CSE,6.61,Female,B.E,53.4,42,38,6.2,4,21.7,7,31.0,52,45.5,0.63,No,7,84.7,80.7,12,82.8,2,1,0.5,1,4,3,15,1,10,Tech→AI,72.9,100.0,Not Placed,0,0
ST_0488,PESCE,2,Civil,6.55,Male,B.E,88.0,70,10,7.9,2,24.0,4,32.0,76,81.0,0.03,No,19,68.0,59.8,14,75.5,4,3,5.9,17,1,5,5,1,13,Same,78.8,100.0,Not Placed,0,0
ST_0489,SJCE,3,CSE-AI,7.36,Female,B.E,31.3,25,55,2.5,4,10.6,3,48.0,53,96.2,0.25,Yes,7,77.0,78.9,3,36.1,4,3,16.2,2,1,4,19,3,8,Tech→AI,91.9,100.0,Placed,4,2
ST_0490,RVCE,1,ME,8.12,Male,B.Tech,68.6,54,26,6.3,7,12.2,3,71.0,51,64.7,0.6,No,10,69.0,84.3,13,83.3,3,2,19.0,2,0,1,13,2,6,Non-tech→Tech,56.5,100.0,Placed,1,3
ST_0491,NMIT,3,ECE,6.39,Female,B.Tech,53.8,43,37,3.6,7,23.7,7,46.0,60,39.8,0.02,No,2,55.3,76.3,4,49.5,4,3,5.5,17,1,7,17,1,3,No,72.9,100.0,Placed,7,4
ST_0492,NMIT,3,ECE,7.25,Male,B.E,76.0,60,20,6.1,4,14.1,4,26.0,69,54.9,0.08,Yes,13,75.1,47.0,8,63.3,2,1,0.5,5,2,4,8,0,2,Same,84.6,100.0,Placed,2,3
ST_0493,NMIT,3,ISE,7.54,Male,B.Tech,65.2,52,28,5.6,5,19.1,5,36.0,16,65.8,0.28,No,8,69.1,60.3,6,46.1,5,2,0.7,0,2,4,6,2,13,Same,73.4,100.0,Placed,6,4
ST_0494,PESCE,2,ISE,7.75,Male,B.Tech,56.6,45,35,3.6,7,14.4,3,48.0,73,43.8,0.3,Yes,0,0.0,70.6,7,47.8,4,3,10.8,14,2,2,17,2,4,Non-tech→Tech,48.3,100.0,Placed,1,4
ST_0495,SJCE,3,Civil,7.34,Female,B.E,66.6,53,27,5.1,1,25.9,7,49.0,10,53.9,0.15,Yes,0,0.0,66.5,14,75.3,4,3,10.6,10,2,6,9,2,4,Tech→AI,72.5,100.0,Placed,4,1
ST_0496,PESCE,2,CSE-AI,6.91,Female,B.Tech,66.0,52,28,7.8,6,18.4,6,34.0,69,81.2,0.41,Yes,11,71.1,48.6,10,40.2,1,0,17.5,9,1,5,1,2,1,Non-tech→Tech,70.2,100.0,Placed,6,3
ST_0497,MSRIT,1,Civil,6.54,Male,B.E,81.7,65,15,8.7,7,18.8,1,36.0,29,75.4,0.14,Yes,10,87.5,56.8,2,81.1,4,3,5.0,3,1,7,12,0,9,Tech→AI,77.4,100.0,Placed,3,4
ST_0498,MSRIT,1,CSE,7.27,Male,B.E,78.5,62,18,6.1,2,19.0,2,30.0,5,67.0,0.13,Yes,0,0.0,68.3,10,39.1,3,1,12.0,13,5,4,5,2,10,Same,69.0,100.0,Placed,4,3
ST_0499,SJCE,3,CSE,6.34,Female,B.E,89.8,71,9,5.6,3,11.1,3,62.0,36,73.0,0.34,Yes,19,79.2,34.8,10,65.0,3,1,10.5,1,4,5,8,0,8,No,82.1,100.0,Placed,1,3
ST_0500,PESCE,2,Civil,5.0,Female,B.E,61.3,49,31,4.4,7,11.8,6,32.0,7,94.9,0.22,Yes,11,82.8,62.3,3,70.1,5,4,5.3,12,1,1,19,0,7,Tech→AI,68.3,100.0,Placed,4,2
